DEPARTAMENTO,HORA,MODALIDAD,FALLECIDOS,HERIDOS
ICA,14:00,CHOQUE,0,3
LA LIBERTAD,16:00,DESPISTE,0,0
TACNA,06:25,DESPISTE,0,1
TACNA,10:00,CHOQUE,0,12
PUNO,11:30,CHOQUE,0,0
PASCO,14:40,DESPISTE,3,0
PIURA,12:30,CHOQUE,0,1
AREQUIPA,05:45,CHOQUE,0,2
JUNIN,11:00,DESPISTE,0,0
ANCASH,14:30,CHOQUE,0,0
SAN MARTIN,21:00,DESPISTE,0,1
LIMA,02:00,DESPISTE,0,0
LIMA,15:10,DESPISTE,0,2
JUNIN,17:10,CHOQUE,0,1
LIMA,15:00,CHOQUE,0,5
LAMBAYEQUE,07:30,ATROPELLO,1,0
ANCASH,04:30,DESPISTE,0,0
LIMA,20:00,DESPISTE,0,2
LIMA,10:00,CHOQUE,0,0
TACNA,00:30,DESPISTE,0,0
LIMA,18:40,CHOQUE,0,1
HUANUCO,09:15,CHOQUE,0,1
JUNIN,14:50,CHOQUE,7,2
LIMA,19:00,DESPISTE,0,0
AMAZONAS,20:40,CHOQUE,0,1
MADRE DE DIOS,16:30,CHOQUE,0,2
SAN MARTIN,08:30,CHOQUE,0,1
LIMA,08:30,CHOQUE,0,2
PUNO,07:00,DESPISTE,0,0
AYACUCHO,16:00,DESPISTE,1,13
JUNIN,13:45,DESPISTE,0,3
AREQUIPA,10:00,DESPISTE,0,0
PIURA,05:00,DESPISTE,1,3
LIMA,18:10,CHOQUE,0,1
JUNIN,08:40,DESPISTE,0,2
PUNO,08:05,DESPISTE,2,15
JUNIN,04:05,DESPISTE,0,0
LIMA,11:00,CHOQUE,0,1
PUNO,04:00,ESPECIAL,0,0
LIMA,19:00,CHOQUE,0,1
AREQUIPA,04:00,CHOQUE,0,0
AREQUIPA,12:00,CHOQUE,0,2
TUMBES,13:10,CHOQUE,0,3
PUNO,06:45,CHOQUE,0,9
ICA,08:45,CHOQUE,0,3
TACNA,08:00,CHOQUE,0,5
UCAYALI,09:20,CHOQUE,0,2
ANCASH,04:10,DESPISTE,0,18
TACNA,17:55,CHOQUE,0,1
LAMBAYEQUE,18:00,CHOQUE,0,2
PIURA,18:00,CHOQUE,0,0
JUNIN,20:15,CHOQUE,0,2
PUNO,14:00,DESPISTE,0,0
LAMBAYEQUE,05:50,DESPISTE,0,1
LIMA,12:34,DESPISTE,0,2
AREQUIPA,04:00,VOLCADURA,0,0
APURIMAC,15:30,DESPISTE,1,3
PUNO,14:50,DESPISTE,0,0
PUNO,05:00,DESPISTE,0,1
APURIMAC,13:15,DESPISTE,0,0
MADRE DE DIOS,03:00,DESPISTE,0,0
SAN MARTIN,19:30,DESPISTE,0,2
AREQUIPA,06:40,DESPISTE,0,4
AREQUIPA,22:55,CHOQUE,0,2
CUSCO,18:30,ATROPELLO,0,1
CUSCO,07:00,DESPISTE,0,0
ICA,21:50,DESPISTE,0,1
JUNIN,00:15,CHOQUE,1,0
ANCASH,11:40,DESPISTE,0,0
JUNIN,18:50,DESPISTE,1,5
JUNIN,11:00,ESPECIAL,0,1
CUSCO,08:15,CHOQUE,0,1
JUNIN,11:00,CHOQUE,0,2
LIMA,01:00,ATROPELLO,2,1
LAMBAYEQUE,16:20,DESPISTE,0,1
APURIMAC,17:15,CHOQUE,0,8
LAMBAYEQUE,10:35,CHOQUE,0,0
AREQUIPA,17:50,CHOQUE,0,0
AREQUIPA,20:45,CHOQUE,0,5
TACNA,05:00,DESPISTE,0,3
TACNA,16:20,CHOQUE,0,0
AREQUIPA,01:15,CHOQUE,0,0
LIMA,22:50,CHOQUE,0,0
CAJAMARCA,02:00,DESPISTE,0,5
CAJAMARCA,20:35,CHOQUE,0,0
LAMBAYEQUE,23:40,ATROPELLO,0,2
AYACUCHO,06:30,CHOQUE,0,3
SAN MARTIN,20:30,DESPISTE,0,1
HUANUCO,09:50,CHOQUE,1,0
AREQUIPA,13:30,CHOQUE,0,4
PIURA,14:25,DESPISTE,0,1
CUSCO,12:40,DESPISTE,0,1
CAJAMARCA,07:00,DESPISTE,0,1
TACNA,18:50,DESPISTE,0,1
LIMA,07:30,DESPISTE,0,0
HUANUCO,21:30,CHOQUE,0,1
AMAZONAS,20:30,ESPECIAL,0,0
AREQUIPA,03:30,DESPISTE,1,3
CUSCO,05:00,CHOQUE,0,0
PUNO,17:30,DESPISTE,0,2
AMAZONAS,13:00,DESPISTE,0,0
LIMA,19:30,CHOQUE,0,1
CAJAMARCA,N.I.,DESPISTE,0,2
LIMA,18:50,DESPISTE,0,0
JUNIN,10:30,CHOQUE,1,3
JUNIN,17:45,CHOQUE,0,1
PUNO,08:30,CHOQUE,0,2
HUANUCO,10:30,DESPISTE,0,0
ICA,07:50,DESPISTE,0,5
APURIMAC,08:50,DESPISTE,0,0
LAMBAYEQUE,17:30,CHOQUE,0,4
LIMA,10:50,DESPISTE,0,1
LIMA,08:10,DESPISTE,0,1
JUNIN,15:00,CHOQUE,0,3
LAMBAYEQUE,19:45,CHOQUE,0,0
CUSCO,20:00,DESPISTE,0,4
LIMA,13:00,DESPISTE,0,1
JUNIN,21:00,ATROPELLO,1,0
CAJAMARCA,16:35,DESPISTE,0,1
AREQUIPA,07:30,DESPISTE,0,0
ICA,08:25,DESPISTE,0,0
AYACUCHO,07:00,DESPISTE,0,0
AMAZONAS,19:30,DESPISTE,0,1
MADRE DE DIOS,03:45,DESPISTE,0,0
LA LIBERTAD,09:30,CHOQUE,1,1
APURIMAC,00:10,DESPISTE,0,0
AREQUIPA,06:25,DESPISTE,0,3
CAJAMARCA,14:30,CHOQUE,0,3
ANCASH,07:30,CHOQUE,0,5
AREQUIPA,04:00,CHOQUE,1,2
CAJAMARCA,06:30,CHOQUE,0,2
PIURA,07:00,CHOQUE,0,1
CUSCO,14:00,ESPECIAL,1,0
AREQUIPA,07:30,CHOQUE,0,0
HUANCAVELICA,16:10,VOLCADURA,0,0
JUNIN,14:30,DESPISTE,0,0
UCAYALI,14:30,CHOQUE,0,0
AREQUIPA,18:00,CHOQUE,0,0
CAJAMARCA,16:10,CHOQUE,0,1
LAMBAYEQUE,18:45,CHOQUE,0,4
JUNIN,06:00,CHOQUE,0,0
LIMA,07:20,CHOQUE,0,0
PASCO,07:30,DESPISTE,4,12
ICA,23:45,CHOQUE,0,1
ICA,03:00,CHOQUE,0,2
PUNO,18:20,DESPISTE,0,1
UCAYALI,07:30,DESPISTE,4,18
ANCASH,13:20,DESPISTE,0,2
SAN MARTIN,10:50,DESPISTE,0,1
CUSCO,19:55,ATROPELLO,0,3
TACNA,14:30,DESPISTE,0,3
JUNIN,16:00,DESPISTE,0,4
LIMA,14:10,ATROPELLO,0,2
MOQUEGUA,06:20,DESPISTE,0,0
LORETO,14:10,CHOQUE,0,0
LIMA,10:30,CHOQUE,0,0
CAJAMARCA,11:10,DESPISTE,0,1
LIMA,22:30,CHOQUE,0,0
PIURA,18:30,CHOQUE,0,0
LIMA,23:00,ATROPELLO,1,0
APURIMAC,08:20,CHOQUE,0,0
LAMBAYEQUE,02:35,DESPISTE,0,0
LAMBAYEQUE,02:35,DESPISTE,0,0
CUSCO,06:30,DESPISTE,0,0
CUSCO,22:45,CHOQUE,0,2
JUNIN,07:15,CHOQUE,0,0
PUNO,05:20,ATROPELLO,1,0
LIMA,23:55,DESPISTE,0,2
JUNIN,12:10,DESPISTE,0,5
ANCASH,11:30,DESPISTE,0,0
LIMA,05:20,CHOQUE,0,0
LIMA,15:10,DESPISTE,0,0
JUNIN,09:45,CHOQUE,0,4
LIMA,08:49,CHOQUE,0,1
HUANUCO,05:45,DESPISTE,0,1
PUNO,19:10,DESPISTE,0,1
ANCASH,09:45,CHOQUE,0,1
AREQUIPA,21:00,ATROPELLO,0,1
LIMA,14:45,VOLCADURA,0,1
TACNA,21:00,CHOQUE,0,1
LIMA,09:20,DESPISTE,0,4
JUNIN,13:00,CHOQUE,0,1
ICA,15:00,CHOQUE,0,0
ANCASH,10:35,CHOQUE,0,1
LA LIBERTAD,18:40,CHOQUE,0,4
SAN MARTIN,15:30,CHOQUE,0,0
SAN MARTIN,16:15,DESPISTE,0,2
AREQUIPA,09:40,CHOQUE,0,3
AREQUIPA,11:30,DESPISTE,0,0
MOQUEGUA,10:00,DESPISTE,0,0
AREQUIPA,03:20,VOLCADURA,0,0
AREQUIPA,11:00,DESPISTE,0,0
JUNIN,20:00,CHOQUE,0,3
LIMA,15:00,CHOQUE,0,2
LIMA,16:30,DESPISTE,0,1
JUNIN,11:40,DESPISTE,0,0
LIMA,21:30,CHOQUE,0,1
CAJAMARCA,N.I.,CHOQUE,0,3
HUANCAVELICA,05:30,DESPISTE,0,0
ANCASH,23:55,CHOQUE,0,0
HUANUCO,12:40,CHOQUE,0,0
AREQUIPA,15:30,DESPISTE,0,1
LAMBAYEQUE,11:30,CHOQUE,0,5
AREQUIPA,16:50,CHOQUE,0,0
MOQUEGUA,06:40,CHOQUE,0,0
MOQUEGUA,05:30,CHOQUE,0,1
CAJAMARCA,13:30,DESPISTE,0,0
LIMA,07:00,CHOQUE,0,0
CUSCO,08:30,CHOQUE,1,1
LIMA,07:30,DESPISTE,0,0
HUANUCO,09:16,CHOQUE,0,0
JUNIN,16:30,CHOQUE,0,6
LIMA,16:10,DESPISTE,0,0
JUNIN,12:25,CHOQUE,0,0
AMAZONAS,16:25,DESPISTE,0,4
ANCASH,08:30,DESPISTE,0,1
SAN MARTIN,17:45,DESPISTE,0,0
AREQUIPA,07:00,CHOQUE,2,2
UCAYALI,17:20,CHOQUE,0,1
HUANUCO,20:30,CHOQUE,0,0
LIMA,17:00,CHOQUE,0,0
JUNIN,11:55,DESPISTE,0,2
JUNIN,11:55,DESPISTE,0,4
LIMA,18:15,CHOQUE,0,3
LIMA,21:00,CHOQUE,1,0
LIMA,14:00,CHOQUE,0,1
LIMA,05:30,DESPISTE,0,0
AYACUCHO,16:30,CHOQUE,0,2
LIMA,06:00,ATROPELLO,1,0
UCAYALI,12:30,CHOQUE,0,0
AMAZONAS,23:15,DESPISTE,0,2
ICA,20:00,CHOQUE,0,0
PUNO,10:30,DESPISTE,0,1
PIURA,22:50,DESPISTE,0,1
SAN MARTIN,06:30,CHOQUE,1,0
SAN MARTIN,08:30,CHOQUE,0,1
APURIMAC,09:30,DESPISTE,0,2
AREQUIPA,07:30,ESPECIAL,0,0
AREQUIPA,21:45,DESPISTE,0,1
PIURA,12:20,CHOQUE,0,0
CUSCO,21:45,CHOQUE,0,5
CUSCO,23:30,DESPISTE,0,1
CUSCO,23:00,CHOQUE,0,1
MOQUEGUA,20:30,CHOQUE,0,4
LA LIBERTAD,07:30,CHOQUE,1,3
AREQUIPA,07:40,DESPISTE,0,1
LAMBAYEQUE,08:55,CHOQUE,0,0
LIMA,14:50,DESPISTE,0,5
ANCASH,02:30,DESPISTE,0,0
CUSCO,15:00,ATROPELLO,1,0
LIMA,N.I.,DESPISTE,1,5
ICA,12:40,CHOQUE,0,0
MADRE DE DIOS,23:00,CHOQUE,1,11
ANCASH,15:15,CHOQUE,0,3
ANCASH,18:20,CHOQUE,0,1
LA LIBERTAD,12:50,CHOQUE,0,0
LAMBAYEQUE,01:30,ATROPELLO,1,0
SAN MARTIN,22:50,CHOQUE,0,3
AREQUIPA,14:50,DESPISTE,0,0
LIMA,22:30,CHOQUE,1,1
ANCASH,18:50,DESPISTE,0,2
LIMA,14:00,CHOQUE,0,4
AREQUIPA,11:00,CHOQUE,0,0
TACNA,19:50,DESPISTE,0,1
LIMA,19:20,DESPISTE,1,1
HUANCAVELICA,16:30,DESPISTE,0,5
PUNO,07:25,DESPISTE,0,0
SAN MARTIN,12:30,DESPISTE,0,3
APURIMAC,15:30,DESPISTE,0,1
MADRE DE DIOS,17:02,DESPISTE,0,2
PIURA,17:45,DESPISTE,0,3
PUNO,13:00,CHOQUE,0,2
LAMBAYEQUE,14:00,ESPECIAL,0,1
JUNIN,17:00,CHOQUE,0,0
CUSCO,11:30,DESPISTE,0,0
LIMA,07:15,CHOQUE,0,0
PASCO,20:55,CHOQUE,1,6
JUNIN,05:50,ATROPELLO,1,0
ICA,10:30,ATROPELLO,0,2
HUANUCO,22:09,DESPISTE,1,2
ANCASH,10:30,CHOQUE,0,0
AREQUIPA,00:50,DESPISTE,0,0
CUSCO,19:00,CHOQUE,0,1
UCAYALI,16:30,ATROPELLO,0,1
LIMA,01:00,ATROPELLO,1,0
UCAYALI,09:50,CHOQUE,0,1
ANCASH,18:40,DESPISTE,0,0
ANCASH,06:40,DESPISTE,0,0
PIURA,21:50,CHOQUE,1,4
LIMA,06:50,CHOQUE,0,1
AMAZONAS,07:19,CHOQUE,0,1
LA LIBERTAD,00:35,CHOQUE,0,1
SAN MARTIN,12:30,DESPISTE,0,0
AREQUIPA,09:30,VOLCADURA,0,1
SAN MARTIN,20:30,CHOQUE,1,1
APURIMAC,18:30,CHOQUE,1,1
AREQUIPA,00:40,DESPISTE,1,0
AREQUIPA,09:10,CHOQUE,0,1
CUSCO,11:30,DESPISTE,0,1
UCAYALI,08:15,CHOQUE,0,2
AREQUIPA,10:35,DESPISTE,0,0
JUNIN,06:00,DESPISTE,0,0
ANCASH,16:30,CHOQUE,0,1
LIMA,20:15,DESPISTE,0,0
AYACUCHO,08:20,CHOQUE,0,0
LIMA,18:00,CHOQUE,0,0
CUSCO,07:05,DESPISTE,0,4
LIMA,12:00,DESPISTE,0,1
LAMBAYEQUE,11:50,CHOQUE,0,2
TACNA,18:00,ESPECIAL,0,0
MOQUEGUA,17:15,CHOQUE,0,2
LORETO,21:00,ATROPELLO,0,1
JUNIN,12:00,CHOQUE,0,5
CAJAMARCA,07:15,CHOQUE,0,0
CAJAMARCA,12:30,CHOQUE,0,0
JUNIN,14:35,CHOQUE,0,2
JUNIN,01:00,DESPISTE,0,1
PIURA,21:00,DESPISTE,0,2
LIMA,01:00,DESPISTE,0,0
LIMA,16:15,CHOQUE,0,1
PASCO,02:30,DESPISTE,0,2
MOQUEGUA,09:20,DESPISTE,0,0
ICA,11:45,DESPISTE,0,0
ANCASH,07:45,CHOQUE,0,3
LA LIBERTAD,21:45,DESPISTE,0,2
CUSCO,17:00,DESPISTE,0,2
AREQUIPA,05:00,CHOQUE,0,0
MOQUEGUA,21:30,CHOQUE,0,0
PUNO,17:30,CHOQUE,0,2
CAJAMARCA,16:00,CHOQUE,1,1
PUNO,12:20,CHOQUE,0,1
LIMA,06:00,DESPISTE,1,0
LORETO,19:30,CHOQUE,0,0
UCAYALI,16:20,CHOQUE,0,0
AREQUIPA,20:30,DESPISTE,0,0
CAJAMARCA,10:30,CHOQUE,0,1
AMAZONAS,22:50,DESPISTE,0,0
MADRE DE DIOS,19:45,CHOQUE,0,1
PUNO,14:15,DESPISTE,0,7
MOQUEGUA,07:25,DESPISTE,0,0
PIURA,22:00,DESPISTE,0,1
LIMA,11:50,DESPISTE,0,0
ANCASH,17:30,DESPISTE,0,0
LIMA,04:40,DESPISTE,0,1
LIMA,21:15,CHOQUE,0,0
TUMBES,17:30,CHOQUE,0,2
PIURA,07:35,CHOQUE,0,0
MADRE DE DIOS,20:45,CHOQUE,0,2
APURIMAC,22:20,DESPISTE,0,3
MADRE DE DIOS,17:15,DESPISTE,0,0
APURIMAC,16:20,DESPISTE,0,0
MADRE DE DIOS,10:45,CHOQUE,0,1
CUSCO,04:45,DESPISTE,0,0
PUNO,14:50,CHOQUE,1,3
CAJAMARCA,17:00,CHOQUE,0,1
JUNIN,05:50,DESPISTE,0,5
JUNIN,07:00,DESPISTE,0,1
AREQUIPA,19:30,DESPISTE,0,7
PUNO,16:45,CHOQUE,0,0
CAJAMARCA,22:30,CHOQUE,0,0
LA LIBERTAD,17:30,CHOQUE,0,2
HUANCAVELICA,16:30,CHOQUE,0,3
ICA,09:00,DESPISTE,0,2
AREQUIPA,23:30,ATROPELLO,1,0
APURIMAC,18:15,CHOQUE,0,0
LAMBAYEQUE,19:30,CHOQUE,0,3
CUSCO,22:00,CHOQUE,0,0
AREQUIPA,17:30,DESPISTE,0,0
AREQUIPA,20:40,CHOQUE,0,3
CUSCO,18:15,DESPISTE,0,12
LIMA,08:25,CHOQUE,0,0
LA LIBERTAD,17:30,CHOQUE,0,8
LA LIBERTAD,15:30,DESPISTE,0,1
AREQUIPA,23:00,CHOQUE,0,5
LIMA,N.I.,CHOQUE,0,1
LAMBAYEQUE,19:40,ATROPELLO,0,1
LIMA,04:45,DESPISTE,0,0
JUNIN,18:30,CHOQUE,0,0
HUANCAVELICA,08:00,DESPISTE,0,0
LIMA,12:30,CHOQUE,0,1
AREQUIPA,12:45,DESPISTE,0,3
AREQUIPA,12:45,DESPISTE,0,0
LIMA,09:30,DESPISTE,0,0
LIMA,N.I.,CHOQUE,0,1
ICA,23:45,CHOQUE,0,1
PUNO,21:50,DESPISTE,0,0
TACNA,21:50,DESPISTE,0,0
ANCASH,05:40,CHOQUE,0,2
ICA,04:50,ATROPELLO,0,1
ICA,18:00,CHOQUE,0,4
APURIMAC,18:15,CHOQUE,0,2
CUSCO,13:30,DESPISTE,0,1
TACNA,19:30,CHOQUE,0,0
PUNO,11:00,DESPISTE,0,0
PUNO,11:00,DESPISTE,0,0
ICA,09:50,DESPISTE,0,1
CAJAMARCA,15:30,DESPISTE,0,1
LAMBAYEQUE,07:00,DESPISTE,0,1
JUNIN,11:55,DESPISTE,0,0
AYACUCHO,20:30,CHOQUE,0,5
APURIMAC,08:35,DESPISTE,0,2
AMAZONAS,16:00,CHOQUE,0,0
ICA,16:40,DESPISTE,1,3
AREQUIPA,07:30,DESPISTE,0,0
AREQUIPA,07:30,VOLCADURA,0,0
APURIMAC,13:00,DESPISTE,0,0
AREQUIPA,21:00,CHOQUE,1,0
AREQUIPA,08:30,DESPISTE,0,1
AREQUIPA,16:05,CHOQUE,0,0
LAMBAYEQUE,10:25,DESPISTE,0,0
LIMA,14:45,CHOQUE,0,0
LIMA,14:40,CHOQUE,0,2
LIMA,09:00,CHOQUE,0,3
LIMA,16:50,DESPISTE,0,0
PUNO,08:10,CHOQUE,0,2
SAN MARTIN,10:30,CHOQUE,0,1
AREQUIPA,17:15,DESPISTE,0,1
LORETO,20:40,DESPISTE,0,0
LIMA,21:50,CHOQUE,0,2
CAJAMARCA,20:30,CHOQUE,1,0
JUNIN,13:45,CHOQUE,0,3
LORETO,12:10,CHOQUE,0,5
AREQUIPA,15:50,DESPISTE,0,1
LIMA,10:50,DESPISTE,0,0
LAMBAYEQUE,12:30,CHOQUE,0,1
LIMA,16:20,DESPISTE,0,0
PUNO,05:30,DESPISTE,0,0
LIMA,22:00,ESPECIAL,0,0
CAJAMARCA,23:35,CHOQUE,0,2
CUSCO,12:40,CHOQUE,0,4
HUANUCO,20:55,CHOQUE,0,2
MOQUEGUA,22:30,VOLCADURA,0,0
ANCASH,17:10,DESPISTE,0,3
ICA,02:30,CHOQUE,1,0
ANCASH,18:00,DESPISTE,0,1
SAN MARTIN,12:00,DESPISTE,0,0
MOQUEGUA,20:30,DESPISTE,0,3
LIMA,20:20,ATROPELLO,1,0
LIMA,06:30,ESPECIAL,0,0
PUNO,19:20,DESPISTE,0,0
MOQUEGUA,13:30,CHOQUE,0,1
HUANUCO,23:30,DESPISTE,0,1
PASCO,21:00,CHOQUE,0,1
UCAYALI,19:21,CHOQUE,1,0
AREQUIPA,21:15,CHOQUE,0,4
LIMA,04:35,DESPISTE,0,0
LIMA,04:35,DESPISTE,0,0
JUNIN,19:15,DESPISTE,0,1
ANCASH,07:40,DESPISTE,0,1
MADRE DE DIOS,06:21,CHOQUE,0,0
UCAYALI,18:30,CHOQUE,1,0
AREQUIPA,09:30,CHOQUE,0,0
UCAYALI,15:10,CHOQUE,0,2
CAJAMARCA,17:30,DESPISTE,0,0
JUNIN,06:00,DESPISTE,0,0
LA LIBERTAD,21:25,CHOQUE,0,3
LIMA,15:00,DESPISTE,0,0
LIMA,13:00,CHOQUE,0,0
CUSCO,18:30,CHOQUE,0,0
CAJAMARCA,18:50,DESPISTE,0,1
CAJAMARCA,15:56,CHOQUE,0,5
ANCASH,00:50,DESPISTE,0,15
AMAZONAS,04:30,DESPISTE,0,0
MADRE DE DIOS,21:00,CHOQUE,0,1
APURIMAC,07:30,CHOQUE,0,2
LAMBAYEQUE,19:00,DESPISTE,0,0
LAMBAYEQUE,19:30,CHOQUE,0,0
AREQUIPA,09:20,CHOQUE,0,0
CUSCO,07:00,CHOQUE,0,1
AREQUIPA,08:00,DESPISTE,0,0
UCAYALI,18:10,CHOQUE,0,0
LIMA,09:40,DESPISTE,0,2
LIMA,N.I.,CHOQUE,0,0
LIMA,05:20,DESPISTE,0,1
ICA,07:30,ATROPELLO,0,1
ANCASH,19:55,DESPISTE,0,1
LA LIBERTAD,17:30,CHOQUE,0,1
LAMBAYEQUE,18:40,DESPISTE,0,0
CUSCO,16:50,VOLCADURA,0,3
LA LIBERTAD,15:10,DESPISTE,0,1
UCAYALI,17:30,DESPISTE,0,2
CUSCO,07:00,CHOQUE,0,2
ANCASH,18:30,DESPISTE,0,1
LAMBAYEQUE,21:30,CHOQUE,0,2
UCAYALI,16:20,ESPECIAL,0,2
AREQUIPA,09:50,DESPISTE,0,0
AREQUIPA,15:35,DESPISTE,0,1
PUNO,17:20,CHOQUE,0,0
JUNIN,18:20,CHOQUE,0,0
LIMA,21:20,CHOQUE,0,0
AYACUCHO,02:30,CHOQUE,0,2
CUSCO,10:20,CHOQUE,0,0
AYACUCHO,14:30,CHOQUE,0,0
LIMA,10:30,DESPISTE,0,1
JUNIN,06:00,DESPISTE,0,0
LIMA,14:57,DESPISTE,0,2
JUNIN,16:40,DESPISTE,0,0
LIMA,06:10,CHOQUE,0,1
ICA,21:30,DESPISTE,0,1
PIURA,16:14,CHOQUE,1,4
UCAYALI,16:00,CHOQUE,0,1
LIMA,07:10,DESPISTE,0,2
CAJAMARCA,04:50,DESPISTE,0,0
LIMA,11:10,DESPISTE,0,2
PASCO,09:30,DESPISTE,0,7
PASCO,09:30,DESPISTE,0,8
PUNO,12:40,CHOQUE,4,0
MADRE DE DIOS,21:30,ATROPELLO,0,3
ANCASH,11:30,DESPISTE,0,1
ANCASH,16:40,DESPISTE,0,1
LAMBAYEQUE,07:01,ATROPELLO,0,1
AREQUIPA,21:35,CHOQUE,0,0
LAMBAYEQUE,16:00,DESPISTE,0,2
PUNO,23:00,DESPISTE,1,2
HUANCAVELICA,11:05,CHOQUE,0,2
PUNO,16:42,DESPISTE,0,0
LIMA,13:40,DESPISTE,0,0
ANCASH,17:00,CHOQUE,0,0
ANCASH,09:45,DESPISTE,0,1
MOQUEGUA,07:35,CHOQUE,0,0
PIURA,22:10,DESPISTE,1,0
JUNIN,11:40,CHOQUE,0,4
JUNIN,11:40,DESPISTE,0,1
LIMA,22:20,DESPISTE,0,0
AMAZONAS,07:30,DESPISTE,0,1
LIMA,14:15,DESPISTE,0,14
JUNIN,06:00,CHOQUE,0,2
LIMA,02:00,ESPECIAL,0,15
CUSCO,12:00,CHOQUE,1,0
LIMA,02:20,CHOQUE,0,4
LIMA,05:10,ATROPELLO,0,0
LIMA,06:40,DESPISTE,0,1
MADRE DE DIOS,23:10,DESPISTE,0,3
ANCASH,15:30,CHOQUE,0,1
SAN MARTIN,05:30,CHOQUE,2,0
AREQUIPA,11:40,DESPISTE,0,0
ANCASH,11:00,CHOQUE,0,1
LAMBAYEQUE,12:40,DESPISTE,0,0
CUSCO,16:45,CHOQUE,0,0
CUSCO,16:45,CHOQUE,0,0
TACNA,07:00,ATROPELLO,0,1
ICA,14:30,DESPISTE,0,19
CAJAMARCA,18:10,CHOQUE,0,1
CAJAMARCA,06:50,CHOQUE,0,0
JUNIN,11:00,ATROPELLO,0,1
LIMA,21:20,DESPISTE,0,0
ICA,04:00,CHOQUE,0,0
ICA,04:00,CHOQUE,0,0
APURIMAC,14:10,CHOQUE,0,3
SAN MARTIN,04:30,CHOQUE,0,1
SAN MARTIN,08:30,DESPISTE,0,1
AREQUIPA,19:45,DESPISTE,0,0
ANCASH,22:40,CHOQUE,0,0
LIMA,22:15,ESPECIAL,0,0
LIMA,01:06,DESPISTE,0,1
SAN MARTIN,17:15,CHOQUE,0,1
AYACUCHO,07:30,DESPISTE,0,0
PIURA,17:45,ESPECIAL,0,0
MADRE DE DIOS,16:00,CHOQUE,0,1
MADRE DE DIOS,14:00,DESPISTE,0,0
LAMBAYEQUE,16:10,CHOQUE,0,1
AREQUIPA,07:30,CHOQUE,0,8
PIURA,21:00,CHOQUE,2,5
PIURA,08:30,CHOQUE,0,3
N.I.,19:30,CHOQUE,0,2
AREQUIPA,08:20,CHOQUE,0,4
JUNIN,09:10,DESPISTE,0,0
PUNO,20:30,CHOQUE,0,1
HUANCAVELICA,12:35,DESPISTE,0,1
UCAYALI,19:30,ATROPELLO,1,0
MADRE DE DIOS,02:00,DESPISTE,0,0
AREQUIPA,09:50,CHOQUE,0,1
MOQUEGUA,18:30,CHOQUE,0,1
CAJAMARCA,20:00,ATROPELLO,0,2
ANCASH,23:30,ESPECIAL,0,0
JUNIN,18:20,CHOQUE,0,0
TACNA,12:00,DESPISTE,0,2
LIMA,07:40,DESPISTE,0,2
AREQUIPA,17:55,DESPISTE,0,0
HUANCAVELICA,17:00,DESPISTE,0,7
LAMBAYEQUE,05:55,DESPISTE,0,0
CUSCO,10:30,CHOQUE,0,0
AREQUIPA,17:40,DESPISTE,0,0
CAJAMARCA,23:30,DESPISTE,0,1
APURIMAC,11:40,CHOQUE,0,1
JUNIN,16:30,CHOQUE,0,2
LIMA,04:30,DESPISTE,0,1
LIMA,05:30,DESPISTE,0,0
CUSCO,10:00,DESPISTE,0,0
CUSCO,18:50,CHOQUE,0,5
AYACUCHO,05:40,DESPISTE,0,0
SAN MARTIN,15:10,DESPISTE,0,0
LA LIBERTAD,15:42,VOLCADURA,0,0
SAN MARTIN,12:30,DESPISTE,0,1
AREQUIPA,17:45,DESPISTE,0,1
AREQUIPA,18:50,CHOQUE,0,0
AREQUIPA,15:00,DESPISTE,0,0
JUNIN,07:50,CHOQUE,0,1
JUNIN,23:37,DESPISTE,0,1
ANCASH,16:00,VOLCADURA,0,0
ANCASH,16:00,VOLCADURA,0,0
LIMA,14:58,DESPISTE,0,0
ICA,12:00,CHOQUE,0,1
APURIMAC,03:45,DESPISTE,0,1
AREQUIPA,12:50,CHOQUE,0,1
AREQUIPA,12:35,CHOQUE,0,2
LA LIBERTAD,01:15,DESPISTE,0,1
LORETO,20:00,DESPISTE,0,1
LIMA,17:30,DESPISTE,0,0
LIMA,01:30,DESPISTE,0,1
LIMA,10:50,DESPISTE,0,0
CAJAMARCA,18:00,CHOQUE,0,0
LIMA,04:08,CHOQUE,1,1
JUNIN,20:30,DESPISTE,0,2
PIURA,23:30,DESPISTE,0,0
LAMBAYEQUE,20:45,CHOQUE,0,1
PUNO,20:45,CHOQUE,0,1
PUNO,20:45,CHOQUE,0,1
ICA,09:30,DESPISTE,0,0
LIMA,13:00,DESPISTE,0,1
LIMA,06:30,DESPISTE,0,0
LAMBAYEQUE,01:00,DESPISTE,0,1
LIMA,13:30,CHOQUE,0,1
ICA,04:30,CHOQUE,0,1
ICA,11:00,CHOQUE,1,1
AREQUIPA,00:40,DESPISTE,0,2
AREQUIPA,23:00,DESPISTE,0,0
CAJAMARCA,20:00,ATROPELLO,0,0
LIMA,12:00,CHOQUE,0,0
LIMA,13:40,CHOQUE,0,4
LIMA,20:40,DESPISTE,0,6
HUANCAVELICA,N.I.,N.I.,0,0
JUNIN,17:45,DESPISTE,0,1
AMAZONAS,08:50,CHOQUE,0,3
MADRE DE DIOS,20:00,CHOQUE,1,0
ANCASH,06:15,CHOQUE,0,1
SAN MARTIN,07:00,N.I.,0,1
